500
0 224.267360 444.164047
1 229.824118 444.164047
2 558.609890 274.365337
3 558.609890 275.936071
4 558.609890 277.506805
5 558.609890 279.077539
6 98.441188 414.590558
7 98.441188 417.501621
8 503.588288 726.866577
9 505.351651 726.866577
10 507.115015 726.866577
11 609.962307 473.684074
12 609.962307 476.195061
13 609.962307 478.706047
14 609.962307 481.217034
15 489.953425 695.208397
16 490.982476 695.208397
17 491.798254 695.208397
18 493.068698 695.208397
19 50.639514 187.495100
20 52.011500 187.495100
21 269.222613 313.374887
22 269.222613 315.358463
23 269.222613 317.342040
24 269.222613 319.325616
25 689.912295 12.394191
26 689.912295 13.997667
27 689.912295 15.601142
28 176.627476 55.105526
29 176.627476 57.660983
30 546.580718 581.921799
31 546.580718 589.314185
32 677.504107 413.464659
33 680.748812 413.464659
34 683.993516 413.464659
35 326.024267 396.680242
36 328.412910 396.680242
37 330.801553 396.680242
38 333.190196 396.680242
39 643.820697 91.761189
40 646.253815 91.761189
41 648.686934 91.761189
42 651.120052 91.761189
43 513.821513 85.967895
44 516.971606 85.967895
45 520.121699 85.967895
46 494.440078 635.979910
47 496.511190 635.979910
48 498.582301 635.979910
49 500.653413 635.979910
50 23.644259 228.620791
51 23.644259 232.990900
52 262.846179 119.333221
53 262.846179 120.647641
54 269.410118 357.293298
55 275.149199 357.293298
56 528.648817 587.812437
57 530.147784 587.812437
58 531.646750 587.812437
59 533.145717 587.812437
60 630.160883 103.735587
61 631.142355 103.735587
62 632.463974 103.735587
63 662.307326 58.850347
64 663.888478 58.850347
65 665.469630 58.850347
66 167.866519 627.529749
67 167.866519 629.414360
68 167.866519 630.435857
69 187.334154 262.745574
70 189.627148 262.745574
71 191.920143 262.745574
72 436.781389 700.938829
73 436.781389 702.428683
74 436.781389 703.918538
75 436.781389 705.408392
76 643.240746 340.047936
77 645.275845 340.047936
78 646.474723 340.047936
79 648.373796 340.047936
80 651.468054 304.022766
81 651.468054 306.622257
82 651.468054 309.221747
83 651.468054 311.821238
84 144.676932 500.932893
85 146.068895 500.932893
86 147.460859 500.932893
87 148.852822 500.932893
88 634.510291 272.887906
89 635.369209 272.887906
90 637.124271 272.887906
91 638.547332 272.887906
92 539.804742 674.688869
93 542.404078 674.688869
94 545.003414 674.688869
95 547.602751 674.688869
96 479.988995 740.985959
97 479.988995 744.118358
98 479.988995 747.250756
99 134.095962 213.362172
100 135.335627 213.362172
101 136.755564 213.362172
102 140.738331 213.362172
103 347.220855 471.817556
104 347.220855 474.136404
105 347.220855 476.455252
106 347.220855 478.774100
107 148.595926 452.513935
108 151.243641 452.513935
109 153.891356 452.513935
110 156.539071 452.513935
111 386.911727 281.115210
112 387.717481 281.115210
113 390.769500 281.115210
114 437.795841 692.176181
115 437.795841 694.846222
116 437.795841 697.516262
117 659.714339 366.929976
118 661.959654 366.929976
119 664.204970 366.929976
120 666.450285 366.929976
121 298.630715 82.973291
122 298.630715 85.655711
123 298.630715 88.338131
124 572.360564 660.649336
125 572.360564 662.959371
126 572.360564 665.269406
127 572.360564 667.579441
128 290.902915 102.378749
129 293.393152 102.378749
130 295.883389 102.378749
131 298.373625 102.378749
132 674.314740 340.431409
133 674.314740 343.035122
134 674.314740 345.638835
135 184.369939 620.026740
136 185.681438 620.026740
137 709.256474 251.246842
138 711.304537 251.246842
139 713.352600 251.246842
140 715.400663 251.246842
141 732.421234 267.875833
142 732.421234 270.337914
143 732.421234 272.799995
144 732.421234 275.262077
145 605.810321 168.362505
146 608.094656 168.362505
147 175.628017 396.538630
148 176.722875 396.538630
149 179.469350 396.538630
150 176.270773 544.059208
151 178.505638 544.059208
152 180.740503 544.059208
153 182.975368 544.059208
154 408.874753 588.104568
155 412.078433 588.104568
156 415.282114 588.104568
157 451.155467 633.749688
158 452.471753 633.749688
159 453.788039 633.749688
160 271.134150 371.349287
161 271.134150 372.979674
162 271.134150 374.610061
163 271.134150 376.240448
164 382.626113 188.321312
165 382.626113 190.305466
166 382.626113 192.289621
167 271.633653 487.875464
168 274.316390 487.875464
169 276.999127 487.875464
170 481.643818 150.910098
171 481.643818 152.091962
172 275.354110 124.786280
173 275.354110 130.895806
174 173.883682 346.450199
175 176.225127 346.450199
176 178.566572 346.450199
177 180.908017 346.450199
178 186.930683 722.231533
179 189.446755 722.231533
180 191.962827 722.231533
181 194.478899 722.231533
182 255.229665 615.815209
183 255.229665 618.254420
184 255.229665 620.693631
185 255.229665 623.132842
186 455.361182 182.584988
187 456.544984 182.584988
188 457.728786 182.584988
189 458.912587 182.584988
190 364.812222 73.781927
191 364.812222 77.544747
192 364.812222 80.126178
193 486.251968 544.026847
194 486.251968 544.912246
195 486.251968 545.797645
196 486.251968 546.683044
197 439.290855 79.429208
