50
41 46.1112 3.20782
46 28.1419 23.2759
31 26.2579 6.98445
10 104.405 4.46595
9 53.2053 9.23923
8 48.6795 12.455
4 79.7631 18.3457
7 52.5075 18.5461
6 91.6678 18.3457
11 113.162 6.20416
13 102.543 13.8439
12 111.3 15.5821
42 91.2652 20.5143
39 119.117 38.771
5 85.7154 18.3457
47 107.466 36.1598
48 84.6897 55.7839
27 97.4361 42.3138
16 114.077 59.6075
17 108.723 59.7547
40 90.0463 49.1983
38 113.931 42.8781
30 113.403 47.4874
43 93.0282 115.474
49 86.7802 78.4003
45 81.5082 99.6421
1 71.2906 57.8937
2 70.0178 59.1665
0 72.5634 56.6209
23 78.6592 119.579
22 67.6071 78.2662
14 108.586 54.7821
15 113.941 54.6348
3 68.745 60.4392
20 65.9357 80.856
32 49.1588 109.158
21 60.1325 88.4892
19 55.6789 81.9217
18 52.0109 86.7464
37 6.96566 39.0221
44 56.6002 55.49
34 82.7432 44.3162
36 53.0762 15.2974
35 4.61241 98.9198
29 61.7775 80.4619
25 22.3196 23.514
26 8.71917 36.3575
33 22.8877 3.99674
28 18.8125 18.1051
24 7.90457 28.8707

