64
0 69.18 24.29
1 69.72 12.34
2 7.72 33.88
3 66.75 16.34
4 31.34 24.86
5 24.80 30.70
6 10.11 28.06
7 7.60 40.01
8 22.03 28.41
9 25.33 25.08
10 29.05 17.31
11 39.48 21.03
12 7.72 36.61
13 10.69 32.29
14 15.09 17.57
15 10.87 39.39
16 52.39 20.30
17 48.37 22.37
18 21.56 12.91
19 18.84 21.61
20 8.11 29.53
21 39.85 33.68
22 28.49 28.34
23 33.05 21.11
24 10.57 29.89
25 72.62 27.84
26 8.64 37.10
27 46.68 16.69
28 47.41 28.05
29 28.86 19.97
30 28.02 22.29
31 10.98 27.23
32 18.62 16.43
33 64.49 19.67
34 19.19 33.48
35 77.35 19.32
36 49.67 33.00
37 43.76 33.00
38 76.15 33.80
39 28.70 23.99
40 8.13 27.26
41 16.35 15.19
42 78.81 15.51
43 57.88 23.14
44 7.81 32.47
45 31.03 15.96
46 32.18 22.25
47 20.93 14.55
48 15.24 15.91
49 14.77 28.26
50 30.71 27.28
51 25.91 16.11
52 49.37 19.21
53 61.76 33.58
54 39.11 26.56
55 78.32 34.74
56 67.92 28.09
57 37.52 21.79
58 29.33 26.78
59 13.28 35.78
60 10.49 25.05
61 11.70 30.38
62 15.65 31.40
63 12.18 33.87
