42
0 170.0 85.0
1 166.0 88.0
2 133.0 73.0
3 140.0 70.0
4 142.0 55.0
5 126.0 53.0
6 125.0 60.0
7 119.0 68.0
8 117.0 74.0
9 99.0 83.0
10 73.0 79.0
11 72.0 91.0
12 37.0 94.0
13 6.0 106.0
14 3.0 97.0
15 21.0 82.0
16 33.0 67.0
17 4.0 66.0
18 3.0 42.0
19 27.0 33.0
20 52.0 41.0
21 57.0 59.0
22 58.0 66.0
23 88.0 65.0
24 99.0 67.0
25 95.0 55.0
26 89.0 55.0
27 83.0 38.0
28 85.0 25.0
29 104.0 35.0
30 112.0 37.0
31 112.0 24.0
32 113.0 13.0
33 125.0 30.0
34 135.0 32.0
35 147.0 18.0
36 147.5 36.0
37 154.5 45.0
38 157.0 54.0
39 158.0 61.0
40 172.0 82.0
41 174.0 87.0



